Frame,URL,Minutes,Seconds,Frames,Date,HH,MM,SS,Zone,Track,Mode,VIC,COA-A,IR,15 -Zoom,Auto,?Dist,DFLT,AUTO,Analogue,Analogue,Analogue,,,,,Lat Deg,Lat Min,Lat Sec,Lat NS,Lon Deg,Lon Min,Lon Sec,Lon EW,Heading,36 - Altitude,37-TGT Alt,TGT Heading,TGT Dist NM,OFF,NONE,TGT,LOS,Tlat Deg,Tlat Min,Tlat Sec,Tlat NA,Tlon Deg,Tlon Min,Tlon Sec,Tlon EW,Time Sec,53 Lat,54 Lon,55 Tlat,56 Tlon
55,http://prrr.isaackoi.com/frames/frame00055.png,0,1,24,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.8,18.50416667,-67.09666667,18.50222222,-67.15666667
56,http://prrr.isaackoi.com/frames/frame00056.png,0,1,25,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.833333333,18.50416667,-67.09666667,18.50222222,-67.15666667
57,http://prrr.isaackoi.com/frames/frame00057.png,0,1,26,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.866666667,18.50416667,-67.09666667,18.50222222,-67.15666667
58,http://prrr.isaackoi.com/frames/frame00058.png,0,1,27,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.9,18.50416667,-67.09666667,18.50222222,-67.15666667
59,http://prrr.isaackoi.com/frames/frame00059.png,0,1,28,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.933333333,18.50416667,-67.09666667,18.50222222,-67.15666667
60,http://prrr.isaackoi.com/frames/frame00060.png,0,1,29,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1879,0,268,3.4,OFF,NONE,TGT,LOS,18,30,8,N,67,9,24,W,1.966666667,18.50416667,-67.09666667,18.50222222,-67.15666667
61,http://prrr.isaackoi.com/frames/frame00061.png,0,2,0,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2,18.50416667,-67.09666667,18.50194444,-67.15666667
62,http://prrr.isaackoi.com/frames/frame00062.png,0,2,1,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.033333333,18.50416667,-67.09666667,18.50194444,-67.15666667
63,http://prrr.isaackoi.com/frames/frame00063.png,0,2,2,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.066666667,18.50416667,-67.09666667,18.50194444,-67.15666667
64,http://prrr.isaackoi.com/frames/frame00064.png,0,2,3,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.1,18.50416667,-67.09666667,18.50194444,-67.15666667
65,http://prrr.isaackoi.com/frames/frame00065.png,0,2,4,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.133333333,18.50416667,-67.09666667,18.50194444,-67.15666667
66,http://prrr.isaackoi.com/frames/frame00066.png,0,2,5,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.166666667,18.50416667,-67.09666667,18.50194444,-67.15666667
67,http://prrr.isaackoi.com/frames/frame00067.png,0,2,6,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,15,N,67,5,48,W,,1880,0,268,3.4,OFF,NONE,TGT,LOS,18,30,7,N,67,9,24,W,2.2,18.50416667,-67.09666667,18.50194444,-67.15666667
68,http://prrr.isaackoi.com/frames/frame00068.png,0,2,7,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.233333333,18.50444444,-67.09666667,18.50194444,-67.15694444
69,http://prrr.isaackoi.com/frames/frame00069.png,0,2,8,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.266666667,18.50444444,-67.09666667,18.50194444,-67.15694444
70,http://prrr.isaackoi.com/frames/frame00070.png,0,2,9,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.3,18.50444444,-67.09666667,18.50194444,-67.15694444
71,http://prrr.isaackoi.com/frames/frame00071.png,0,2,10,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.333333333,18.50444444,-67.09666667,18.50194444,-67.15694444
72,http://prrr.isaackoi.com/frames/frame00072.png,0,2,11,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.366666667,18.50444444,-67.09666667,18.50194444,-67.15694444
73,http://prrr.isaackoi.com/frames/frame00073.png,0,2,12,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.4,18.50444444,-67.09666667,18.50194444,-67.15694444
74,http://prrr.isaackoi.com/frames/frame00074.png,0,2,13,26-Apr-13,1,22,9,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,16,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.433333333,18.50444444,-67.09666667,18.50194444,-67.15694444
75,http://prrr.isaackoi.com/frames/frame00075.png,0,2,14,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.466666667,18.50472222,-67.09666667,18.50194444,-67.15694444
76,http://prrr.isaackoi.com/frames/frame00076.png,0,2,15,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.5,18.50472222,-67.09666667,18.50194444,-67.15694444
77,http://prrr.isaackoi.com/frames/frame00077.png,0,2,16,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.533333333,18.50472222,-67.09666667,18.50194444,-67.15694444
78,http://prrr.isaackoi.com/frames/frame00078.png,0,2,17,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.566666667,18.50472222,-67.09666667,18.50194444,-67.15694444
79,http://prrr.isaackoi.com/frames/frame00079.png,0,2,18,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.6,18.50472222,-67.09666667,18.50194444,-67.15694444
80,http://prrr.isaackoi.com/frames/frame00080.png,0,2,19,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.633333333,18.50472222,-67.09666667,18.50194444,-67.15694444
81,http://prrr.isaackoi.com/frames/frame00081.png,0,2,20,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.666666667,18.50472222,-67.09666667,18.50194444,-67.15694444
82,http://prrr.isaackoi.com/frames/frame00082.png,0,2,21,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.7,18.50472222,-67.09666667,18.50194444,-67.15694444
83,http://prrr.isaackoi.com/frames/frame00083.png,0,2,22,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.733333333,18.50472222,-67.09666667,18.50194444,-67.15694444
84,http://prrr.isaackoi.com/frames/frame00084.png,0,2,23,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.766666667,18.50472222,-67.09666667,18.50194444,-67.15694444
85,http://prrr.isaackoi.com/frames/frame00085.png,0,2,24,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.8,18.50472222,-67.09666667,18.50194444,-67.15694444
86,http://prrr.isaackoi.com/frames/frame00086.png,0,2,25,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,17,N,67,5,48,W,,1881,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.833333333,18.50472222,-67.09666667,18.50194444,-67.15694444
87,http://prrr.isaackoi.com/frames/frame00087.png,0,2,26,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.866666667,18.505,-67.09666667,18.50194444,-67.15694444
88,http://prrr.isaackoi.com/frames/frame00088.png,0,2,27,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.9,18.505,-67.09666667,18.50194444,-67.15694444
89,http://prrr.isaackoi.com/frames/frame00089.png,0,2,28,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.933333333,18.505,-67.09666667,18.50194444,-67.15694444
90,http://prrr.isaackoi.com/frames/frame00090.png,0,2,29,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,2.966666667,18.505,-67.09666667,18.50194444,-67.15694444
91,http://prrr.isaackoi.com/frames/frame00091.png,0,3,0,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,3,18.505,-67.09666667,18.50194444,-67.15694444
92,http://prrr.isaackoi.com/frames/frame00092.png,0,3,1,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,3.033333333,18.505,-67.09666667,18.50194444,-67.15694444
93,http://prrr.isaackoi.com/frames/frame00093.png,0,3,2,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,3.066666667,18.505,-67.09666667,18.50194444,-67.15694444
94,http://prrr.isaackoi.com/frames/frame00094.png,0,3,3,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1882,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,3.1,18.505,-67.09666667,18.50194444,-67.15694444
95,http://prrr.isaackoi.com/frames/frame00095.png,0,3,4,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,18,N,67,5,48,W,,1883,0,267,3.5,OFF,NONE,TGT,LOS,18,30,7,N,67,9,25,W,3.133333333,18.505,-67.09666667,18.50194444,-67.15694444
96,http://prrr.isaackoi.com/frames/frame00096.png,0,3,5,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,267,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,25,W,3.166666667,18.50527778,-67.09666667,18.50138889,-67.15694444
97,http://prrr.isaackoi.com/frames/frame00097.png,0,3,6,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,267,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,23,W,3.2,18.50527778,-67.09666667,18.50138889,-67.15638889
98,http://prrr.isaackoi.com/frames/frame00098.png,0,3,7,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,267,3.4,OFF,NONE,TGT,LOS,18,30,6,N,67,9,23,W,3.233333333,18.50527778,-67.09666667,18.50166667,-67.15638889
99,http://prrr.isaackoi.com/frames/frame00099.png,0,3,8,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,267,3.4,OFF,NONE,TGT,LOS,18,30,6,N,67,9,23,W,3.266666667,18.50527778,-67.09666667,18.50166667,-67.15638889
100,http://prrr.isaackoi.com/frames/frame00100.png,0,3,9,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,267,3.4,OFF,NONE,TGT,LOS,18,30,6,N,67,9,23,W,3.3,18.50527778,-67.09666667,18.50166667,-67.15638889
101,http://prrr.isaackoi.com/frames/frame00101.png,0,3,10,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,6,N,67,9,23,W,3.333333333,18.50527778,-67.09666667,18.50166667,-67.15638889
102,http://prrr.isaackoi.com/frames/frame00102.png,0,3,11,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.366666667,18.50527778,-67.09666667,18.50138889,-67.15611111
103,http://prrr.isaackoi.com/frames/frame00103.png,0,3,12,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.4,18.50527778,-67.09666667,18.50138889,-67.15611111
104,http://prrr.isaackoi.com/frames/frame00104.png,0,3,13,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.433333333,18.50527778,-67.09666667,18.50138889,-67.15611111
105,http://prrr.isaackoi.com/frames/frame00105.png,0,3,14,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.466666667,18.50527778,-67.09666667,18.50138889,-67.15611111
106,http://prrr.isaackoi.com/frames/frame00106.png,0,3,15,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.5,18.50527778,-67.09666667,18.50138889,-67.15611111
107,http://prrr.isaackoi.com/frames/frame00107.png,0,3,16,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,19,N,67,5,48,W,,1883,0,266,3.4,OFF,NONE,TGT,LOS,18,30,5,N,67,9,22,W,3.533333333,18.50527778,-67.09666667,18.50138889,-67.15611111
108,http://prrr.isaackoi.com/frames/frame00108.png,0,3,17,26-Apr-13,1,22,10,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.566666667,18.50555556,-67.09666667,18.50055556,-67.15555556
109,http://prrr.isaackoi.com/frames/frame00109.png,0,3,18,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.6,18.50555556,-67.09666667,18.50055556,-67.15555556
110,http://prrr.isaackoi.com/frames/frame00110.png,0,3,19,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.633333333,18.50555556,-67.09666667,18.50055556,-67.15555556
111,http://prrr.isaackoi.com/frames/frame00111.png,0,3,20,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.666666667,18.50555556,-67.09666667,18.50055556,-67.15555556
112,http://prrr.isaackoi.com/frames/frame00112.png,0,3,21,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.7,18.50555556,-67.09666667,18.50055556,-67.15555556
113,http://prrr.isaackoi.com/frames/frame00113.png,0,3,22,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.733333333,18.50555556,-67.09666667,18.50055556,-67.15555556
114,http://prrr.isaackoi.com/frames/frame00114.png,0,3,23,26-Apr-13,1,22,11,UTC+1.0,Ground Track,AUTO,VIC,COA-A,IR,135,AUTO,,DFLT,AUTO,Analogue,Analogue,Analogue,LI: Disarm,LI: Off,Analogue,ACFT ,18,30,20,N,67,5,48,W,,1884,0,265,3.4,OFF,NONE,TGT,LOS,18,30,2,N,67,9,20,W,3.766666667,18.50555556,-67.09666667,18.50055556,-67.15555556
